,id,benchmark_dataset_name,origin,source_format,summary_origin,error_origin,error_type,error_categorization,model,nonfactual_spans,nonfactual_spans_category,source,summary
97,38156376,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,family<sep>more than a year,"['extrinsic', 'extrinsic']","                                              document  \
944  Margaret Fleming, 36, was last seen at her hom...   

                                               summary        id  
944  Police have searched the home and garden of a ...  38156376  ",the family of a woman who has been missing for more than a year are appealing for help to trace her.
98,38156376,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,more than a decade,['extrinsic'],"                                              document  \
944  Margaret Fleming, 36, was last seen at her hom...   

                                               summary        id  
944  Police have searched the home and garden of a ...  38156376  ",police searching for a greenock woman who has been missing for more than a decade have launched a fresh search for her.
99,38156376,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,six years,['extrinsic'],"                                              document  \
944  Margaret Fleming, 36, was last seen at her hom...   

                                               summary        id  
944  Police have searched the home and garden of a ...  38156376  ",police have appealed for help in tracing a woman who has been missing for six years.
100,24553569,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,,[],"                                               document  \
6895  Compared with other European countries, many a...   

                                                summary        id  
6895  Apprenticeships in England need to be overhaul...  24553569  ","thousands of apprenticeships in england are being rated as ``cruel\'\'and ``cruel\'\', a report has found."
101,24553569,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,,[],"                                               document  \
6895  Compared with other European countries, many a...   

                                                summary        id  
6895  Apprenticeships in England need to be overhaul...  24553569  ","apprenticeships in england need to be overhauled to stop many young people being awarded practical qualifications that have little worth, a report says."
102,24553569,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
6895  Compared with other European countries, many a...   

                                                summary        id  
6895  Apprenticeships in England need to be overhaul...  24553569  ","more needs to be done to improve apprenticeships in england, according to a new report."
103,24553569,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
6895  Compared with other European countries, many a...   

                                                summary        id  
6895  Apprenticeships in England need to be overhaul...  24553569  ","apprenticeships in england are failing to meet the country\'s high level of apprenticeships, a report says."
104,24553569,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
6895  Compared with other European countries, many a...   

                                                summary        id  
6895  Apprenticeships in England need to be overhaul...  24553569  ","the number of apprenticeships in england is at its lowest level, says a new report."
105,33945697,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,100th anniversary,['extrinsic'],"                                               document  \
3273  The service, held to mark the surrender of Jap...   

                                                summary        id  
3273  Veterans and soldiers attended a ceremony at P...  33945697  ",a memorial service has been held to mark the 100th anniversary of the war memorial of the city\'s war memorial.
106,33945697,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,soldiers<sep>mark the 70th anniversar,"['intrinsic', 'extrinsic']","                                               document  \
3273  The service, held to mark the surrender of Jap...   

                                                summary        id  
3273  Veterans and soldiers attended a ceremony at P...  33945697  ",veterans and soldiers attended a ceremony at portsmouth\'s cenotaph to mark the 70th anniversary of vj day.
107,33945697,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,70th anniversary,['extrinsic'],"                                               document  \
3273  The service, held to mark the surrender of Jap...   

                                                summary        id  
3273  Veterans and soldiers attended a ceremony at P...  33945697  ",a memorial service has been held in portsmouth to mark the 70th anniversary of vj day.
108,33945697,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
3273  The service, held to mark the surrender of Jap...   

                                                summary        id  
3273  Veterans and soldiers attended a ceremony at P...  33945697  ",a service of remembrance has taken place in portsmouth.
109,33945697,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,70th anniversary<sep>one,"['extrinsic', 'intrinsic']","                                               document  \
3273  The service, held to mark the surrender of Jap...   

                                                summary        id  
3273  Veterans and soldiers attended a ceremony at P...  33945697  ",a service has taken place in portsmouth to mark the 70th anniversary of world war one.
110,32280676,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,won the presidential election for the first time since the end of the yea,['intrinsic'],"                                               document  \
6202  The All Progressives Congress (APC) won 19 of ...   

                                                summary        id  
6202  The party of Nigeria's incoming president has ...  32280676  ",nigeria\'s political leaders have won the presidential election for the first time since the end of the year.
111,32280676,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,,[],"                                               document  \
6202  The All Progressives Congress (APC) won 19 of ...   

                                                summary        id  
6202  The party of Nigeria's incoming president has ...  32280676  ","the party of nigeria\'s incoming president has won a landslide in elections for powerful state governors, ending the former ruling party\'s dominance."
112,32280676,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
6202  The All Progressives Congress (APC) won 19 of ...   

                                                summary        id  
6202  The party of Nigeria's incoming president has ...  32280676  ","nigeria\'s main opposition party, the main opposition party (biggest), has won elections in nigeria\'s presidential election."
113,32280676,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,end of the country\'s four-year electio,['extrinsic'],"                                               document  \
6202  The All Progressives Congress (APC) won 19 of ...   

                                                summary        id  
6202  The party of Nigeria's incoming president has ...  32280676  ",nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.
114,32280676,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"nigeria\'s governing party has won a record-breaking nine states general elections, taking the overall lea",['extrinsic'],"                                               document  \
6202  The All Progressives Congress (APC) won 19 of ...   

                                                summary        id  
6202  The party of Nigeria's incoming president has ...  32280676  ","nigeria\'s governing party has won a record-breaking nine states general elections, taking the overall lead."
115,35082344,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,weiwei has unveiled a $ [UNK] (Â # [UNK]),['extrinsic'],"                                               document  \
4587  The venture's backers include Tesla Motors and...   

                                                summary        id  
4587  Prominent tech executives have pledged $1bn (£...  35082344  ",open ai weiwei has unveiled a $ [UNK] (Â # [UNK]) venture prize for the spirit of liberty.
116,35082344,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,prominent tech executives<sep>non-profit,"['extrinsic', 'extrinsic']","                                               document  \
4587  The venture's backers include Tesla Motors and...   

                                                summary        id  
4587  Prominent tech executives have pledged $1bn (£...  35082344  ","prominent tech executives have pledged $ 1bn (# 659m) for openai, a non-profit venture that aims to develop artificial intelligence (ai) to benefit humanity."
117,35082344,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"ai weiwei, the founder of ai giant ai weiwei, has launched a $ 1m (Â # venture) research project",['extrinsic'],"                                               document  \
4587  The venture's backers include Tesla Motors and...   

                                                summary        id  
4587  Prominent tech executives have pledged $1bn (£...  35082344  ","ai weiwei, the founder of ai giant ai weiwei, has launched a $ 1m (Â # venture) research project."
118,35082344,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,google has pledged $ 1bn ( £800m,['extrinsic'],"                                               document  \
4587  The venture's backers include Tesla Motors and...   

                                                summary        id  
4587  Prominent tech executives have pledged $1bn (£...  35082344  ",google has pledged $ 1bn ( £800m ) to research and research into artificial intelligence ( ai ).
119,35082344,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
4587  The venture's backers include Tesla Motors and...   

                                                summary        id  
4587  Prominent tech executives have pledged $1bn (£...  35082344  ",one of the world\'s biggest physicists has warned that artificial intelligence could be used in humans.
120,35483754,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,celtic\'s hopes of qualifying for euro 2016 have been dealt a blow to the united states by the end of the seaso,['extrinsic'],"                                               document  \
2664  As Nadir Ciftci sloped off to Eskisehirspor on...   

                                                summary        id  
2664  Celtic were once again the biggest movers and ...  35483754  ",celtic\'s hopes of qualifying for euro 2016 have been dealt a blow to the united states by the end of the season.
121,35483754,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,"celtic were once again the biggest movers and shakers in the scottish premiership during january, finishing with a flamboyant flourish by trading in a moody turk who has been a flop in glasgow for a moody englishman who made his name playing for turkey",['extrinsic'],"                                               document  \
2664  As Nadir Ciftci sloped off to Eskisehirspor on...   

                                                summary        id  
2664  Celtic were once again the biggest movers and ...  35483754  ","celtic were once again the biggest movers and shakers in the scottish premiership during january, finishing with a flamboyant flourish by trading in a moody turk who has been a flop in glasgow for a moody englishman who made his name playing for turkey."
122,35483754,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,the summer transfer window is back to the top of the scottish premiership,['extrinsic'],"                                               document  \
2664  As Nadir Ciftci sloped off to Eskisehirspor on...   

                                                summary        id  
2664  Celtic were once again the biggest movers and ...  35483754  ",the summer transfer window is back to the top of the scottish premiership.
123,35483754,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,"the summer transfer window has closed in scotland for a few days, with a number of new signings, including a top-flight player, a top",['extrinsic'],"                                               document  \
2664  As Nadir Ciftci sloped off to Eskisehirspor on...   

                                                summary        id  
2664  Celtic were once again the biggest movers and ...  35483754  ","the summer transfer window has closed in scotland for a few days, with a number of new signings, including a top-flight player, a top"
124,35483754,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,celtic\'s hopes of reaching the europa league quarter-finals have suffered a setback as they were held to a goalless draw by heart,['extrinsic'],"                                               document  \
2664  As Nadir Ciftci sloped off to Eskisehirspor on...   

                                                summary        id  
2664  Celtic were once again the biggest movers and ...  35483754  ",celtic\'s hopes of reaching the europa league quarter-finals have suffered a setback as they were held to a goalless draw by hearts.
125,31920236,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,"luke potts, the star of the beast in the beast, is to star in the new film adaptation of the beast",['extrinsic'],"                                               document  \
2920  The star will play Mrs Potts, the housekeeper ...   

                                                summary        id  
2920  Oscar-winning actress Emma Thompson has joined...  31920236  ","luke potts, the star of the beast in the beast, is to star in the new film adaptation of the beast."
126,31920236,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,oscar-winning actress emma thompson has joined the cast of disney\'s live-action take on beauty and the beas,['extrinsic'],"                                               document  \
2920  The star will play Mrs Potts, the housekeeper ...   

                                                summary        id  
2920  Oscar-winning actress Emma Thompson has joined...  31920236  ",oscar-winning actress emma thompson has joined the cast of disney\'s live-action take on beauty and the beast.
127,31920236,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,star wars actress daisy potts is to star in disney\'s live-action remake of the disney fil,['extrinsic'],"                                               document  \
2920  The star will play Mrs Potts, the housekeeper ...   

                                                summary        id  
2920  Oscar-winning actress Emma Thompson has joined...  31920236  ",star wars actress daisy potts is to star in disney\'s live-action remake of the disney film.
128,31920236,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,oscar-winning oscar winner oscar winner oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning oscar winner oscar winner,['intrinsic'],"                                               document  \
2920  The star will play Mrs Potts, the housekeeper ...   

                                                summary        id  
2920  Oscar-winning actress Emma Thompson has joined...  31920236  ",oscar-winning oscar winner oscar winner oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning actress oscar-winning oscar winner oscar winner
129,31920236,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,simon stevens<sep>west en,"['intrinsic', 'extrinsic']","                                               document  \
2920  The star will play Mrs Potts, the housekeeper ...   

                                                summary        id  
2920  Oscar-winning actress Emma Thompson has joined...  31920236  ",simon stevens is to play the beauty of the beauty and the beast in disney\'s west end film.
130,35428466,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,honour mark mcilvanney\'s nove,['intrinsic'],"                                               document  \
8800  The Â£45m facility, to be built at Sutherland ...   

                                                summary        id  
8800  A schools campus in East Ayrshire is set to be...  35428466  ",william mcilvanney has been honoured with a new # [UNK] m facility in ayrshire to honour mark mcilvanney\'s novel.
131,35428466,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,last month aged 79,['extrinsic'],"                                               document  \
8800  The Â£45m facility, to be built at Sutherland ...   

                                                summary        id  
8800  A schools campus in East Ayrshire is set to be...  35428466  ","a schools campus in east ayrshire is set to be named after the celebrated scottish novelist william mcilvanney, who died last month aged 79."
132,35428466,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,"tributes have been paid to scottish writer william mcilvanney, who has died at the age of 87",['extrinsic'],"                                               document  \
8800  The Â£45m facility, to be built at Sutherland ...   

                                                summary        id  
8800  A schools campus in East Ayrshire is set to be...  35428466  ","tributes have been paid to scottish writer william mcilvanney, who has died at the age of 87."
133,35428466,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,larges<sep>rename,"['extrinsic', 'intrinsic']","                                               document  \
8800  The Â£45m facility, to be built at Sutherland ...   

                                                summary        id  
8800  A schools campus in East Ayrshire is set to be...  35428466  ",the new campus of scotland\'s largest education campus is to be renamed in honour of author william mcilvanney.
134,35428466,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,the freedom,['extrinsic'],"                                               document  \
8800  The Â£45m facility, to be built at Sutherland ...   

                                                summary        id  
8800  A schools campus in East Ayrshire is set to be...  35428466  ",writer william mcilvanney is to be given the freedom of the university of glasgow.
135,35278963,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,england and wales,['extrinsic'],"                                                document  \
10944  HM Inspectorate of Probation found delays in g...   

                                                 summary        id  
10944  The way that offenders sentenced to unpaid com...  35278963  ","unpaid work in the probation of orange bibs in england and wales has been called off by the government, a report has found."
136,35278963,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,england and wales,['extrinsic'],"                                                document  \
10944  HM Inspectorate of Probation found delays in g...   

                                                 summary        id  
10944  The way that offenders sentenced to unpaid com...  35278963  ",the way that offenders sentenced to unpaid community work in england and wales are managed and supervised has been criticised by inspectors.
137,35278963,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,england and wales,['extrinsic'],"                                                document  \
10944  HM Inspectorate of Probation found delays in g...   

                                                 summary        id  
10944  The way that offenders sentenced to unpaid com...  35278963  ","more than half of offenders in england and wales are being punished for their crimes, a report has found."
138,35278963,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,england<sep>wales<sep>prison<sep>report,"['extrinsic', 'extrinsic', 'intrinsic', 'intrinsic']","                                                document  \
10944  HM Inspectorate of Probation found delays in g...   

                                                 summary        id  
10944  The way that offenders sentenced to unpaid com...  35278963  ","offenders in england and wales are being turned away from prison for unpaid work, a report has found."
139,35278963,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,england and wales,['extrinsic'],"                                                document  \
10944  HM Inspectorate of Probation found delays in g...   

                                                 summary        id  
10944  The way that offenders sentenced to unpaid com...  35278963  ","some offenders in england and wales are being let off work by the probation service because they do not work, a watchdog has found."
140,38778996,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,guthrie scored his first goal of the season<sep>colchester<sep>move into the league two play-off places,"['intrinsic', 'intrinsic', 'extrinsic']","                                               document  \
3719  The Seasiders struck with the first real chanc...   

                                                summary        id  
3719  Blackpool's winless run was extended to five g...  38778996  ",sean guthrie scored his first goal of the season as colchester united came from behind to beat colchester and move into the league two play-off places.
141,38778996,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,extended to five game<sep>two play-off chaser,"['extrinsic', 'extrinsic']","                                               document  \
3719  The Seasiders struck with the first real chanc...   

                                                summary        id  
3719  Blackpool's winless run was extended to five g...  38778996  ",blackpool\'s winless run was extended to five games as they were held at home by fellow league two play-off chasers colchester.
142,38778996,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,missed the chance to go top of league two<sep>bloomfield road,"['extrinsic', 'extrinsic']","                                               document  \
3719  The Seasiders struck with the first real chanc...   

                                                summary        id  
3719  Blackpool's winless run was extended to five g...  38778996  ",blackpool missed the chance to go top of league two as they were held to a draw at bloomfield road.
143,38778996,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,dra,['extrinsic'],"                                               document  \
3719  The Seasiders struck with the first real chanc...   

                                                summary        id  
3719  Blackpool's winless run was extended to five g...  38778996  ",colchester\'s unbeaten run came to an end as they were held to a draw at blackpool.
144,38778996,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,long\'<sep>equalise,"['extrinsic', 'extrinsic']","                                               document  \
3719  The Seasiders struck with the first real chanc...   

                                                summary        id  
3719  Blackpool's winless run was extended to five g...  38778996  ",sean long\'s injury-time equaliser earned blackpool a draw at colchester.
145,39186557,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,great britain\'s olympic taekwondo champion luke luke has been cut off at the austrian taekwondo federation (austrian,['extrinsic'],"                                               document  \
2179  Luke, 18, is one of 14 successful candidates f...   

                                                summary        id  
2179  The brother of Wales' double Olympic taekwondo...  39186557  ",great britain\'s olympic taekwondo champion luke luke has been cut off at the austrian taekwondo federation (austrian).
146,39186557,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,the brother of wales \'double olympic taekwondo champion jade jones has been signed up by the sport\'s great britain acade,['extrinsic'],"                                               document  \
2179  Luke, 18, is one of 14 successful candidates f...   

                                                summary        id  
2179  The brother of Wales' double Olympic taekwondo...  39186557  ",the brother of wales \'double olympic taekwondo champion jade jones has been signed up by the sport\'s great britain academy.
147,39186557,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,become the first in the world to be given a place in the welsh open final,['extrinsic'],"                                               document  \
2179  Luke, 18, is one of 14 successful candidates f...   

                                                summary        id  
2179  The brother of Wales' double Olympic taekwondo...  39186557  ",a teenage boy has become the first in the world to be given a place in the welsh open final.
148,39186557,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,double olympic taekwondo champion luke williams has become the first person to take part in a professional taekwondo programme in great britain,['extrinsic'],"                                               document  \
2179  Luke, 18, is one of 14 successful candidates f...   

                                                summary        id  
2179  The brother of Wales' double Olympic taekwondo...  39186557  ",double olympic taekwondo champion luke williams has become the first person to take part in a professional taekwondo programme in great britain.
149,39186557,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,become the first<sep>world<sep>federation\'s chief executiv,"['extrinsic', 'intrinsic', 'intrinsic']","                                               document  \
2179  Luke, 18, is one of 14 successful candidates f...   

                                                summary        id  
2179  The brother of Wales' double Olympic taekwondo...  39186557  ","a 16-year-old boy has become the first teenager to play taekwondo in the world, says the british taekwondo federation\'s chief executive."
150,36436094,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,hibernian have signed former hibernian and hibernian midfielder alan stubbs and hibernian defender alan stubbs until the end of the season,['intrinsic'],"                                               document  \
9323  Hibs have started the process of appointing a ...   

                                                summary        id  
9323  Alan Stubbs says leaving Hibernian for Rotherh...  36436094  ",hibernian have signed former hibernian and hibernian midfielder alan stubbs and hibernian defender alan stubbs until the end of the season.
151,36436094,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,calculated risk\'\'but ``the right decision at the right ti,['extrinsic'],"                                               document  \
9323  Hibs have started the process of appointing a ...   

                                                summary        id  
9323  Alan Stubbs says leaving Hibernian for Rotherh...  36436094  ",alan stubbs says leaving hibernian for rotherham united was a ``calculated risk\'\'but ``the right decision at the right time\'\'.
152,36436094,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,championship club,['intrinsic'],"                                               document  \
9323  Hibs have started the process of appointing a ...   

                                                summary        id  
9323  Alan Stubbs says leaving Hibernian for Rotherh...  36436094  ",hibernian head coach alan stubbs has signed a new three-year contract with the championship club.
153,36436094,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,championship club at the end of the season<sep>to succeed rotherham united boss rotherham united,"['intrinsic', 'intrinsic']","                                               document  \
9323  Hibs have started the process of appointing a ...   

                                                summary        id  
9323  Alan Stubbs says leaving Hibernian for Rotherh...  36436094  ",hibernian head coach alan stubbs will leave the championship club at the end of the season to succeed rotherham united boss rotherham united.
154,36436094,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"alan stubbs says hibernian head coach alan stubbs will be "" proud "" of his team at the championship club following their relegation from the championship",['extrinsic'],"                                               document  \
9323  Hibs have started the process of appointing a ...   

                                                summary        id  
9323  Alan Stubbs says leaving Hibernian for Rotherh...  36436094  ","alan stubbs says hibernian head coach alan stubbs will be "" proud "" of his team at the championship club following their relegation from the championship"
155,35494015,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,police officer has been charged<sep>found dead in a flat,"['intrinsic', 'extrinsic']","                                               document  \
1600  The body of India Chipchase, 20, a bar worker,...   

                                                summary        id  
1600  An investigation into the disappearance of a w...  35494015  ",a police officer has been charged with the murder of a man who was found dead in a flat in northampton.
156,35494015,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,watchdog,['extrinsic'],"                                               document  \
1600  The body of India Chipchase, 20, a bar worker,...   

                                                summary        id  
1600  An investigation into the disappearance of a w...  35494015  ",an investigation into the disappearance of a woman who was allegedly murdered is to be probed by the police watchdog.
157,35494015,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
1600  The body of India Chipchase, 20, a bar worker,...   

                                                summary        id  
1600  An investigation into the disappearance of a w...  35494015  ",a man has appeared in court charged with the murder of a woman who was found dead in a nightclub.
158,35494015,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,a police watchdog has referred its response to the police complaints commission\'s decision not to investigate the case of a student found dead in a hous,['extrinsic'],"                                               document  \
1600  The body of India Chipchase, 20, a bar worker,...   

                                                summary        id  
1600  An investigation into the disappearance of a w...  35494015  ",a police watchdog has referred its response to the police complaints commission\'s decision not to investigate the case of a student found dead in a house.
159,35494015,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,83,['extrinsic'],"                                               document  \
1600  The body of India Chipchase, 20, a bar worker,...   

                                                summary        id  
1600  An investigation into the disappearance of a w...  35494015  ",a man has appeared in court charged with the murder of an 83-year-old woman whose body was found in a house in northampton.
160,28360838,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,,[],"                                                document  \
11237  The law also permits 12-year-olds to be contra...   

                                                 summary        id  
11237  Bolivia has lowered the legal working age to a...  28360838  ",bolivia\'s president evo morales has signed a new law banning children from children under the age of 15.
161,28360838,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,10 as long as they also attend school and are self-employed,['extrinsic'],"                                                document  \
11237  The law also permits 12-year-olds to be contra...   

                                                 summary        id  
11237  Bolivia has lowered the legal working age to a...  28360838  ",bolivia has lowered the legal working age to allow children to work from the age of 10 as long as they also attend school and are self-employed.
162,28360838,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,banning,['intrinsic'],"                                                document  \
11237  The law also permits 12-year-olds to be contra...   

                                                 summary        id  
11237  Bolivia has lowered the legal working age to a...  28360838  ",bolivian president evo morales has signed a law banning children\'s rights in latin america.
163,28360838,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,"banning child labour in the country\'s capital, la p",['intrinsic'],"                                                document  \
11237  The law also permits 12-year-olds to be contra...   

                                                 summary        id  
11237  Bolivia has lowered the legal working age to a...  28360838  ","bolivia\'s parliament has approved a law banning child labour in the country\'s capital, la paz."
164,28360838,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,president evo morales has signe<sep>banne,"['intrinsic', 'extrinsic']","                                                document  \
11237  The law also permits 12-year-olds to be contra...   

                                                 summary        id  
11237  Bolivia has lowered the legal working age to a...  28360838  ",bolivia\'s president evo morales has signed a law requiring children to be banned from work in the country.
165,29945991,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,"liverpool\'s premier league title challenge is in the premier league, with liverpool looking for their title credential",['intrinsic'],"                                               document  \
3491  In his regular BBC Sport column, football pund...   

                                                summary        id  
3491  Chelsea's return to Anfield on Saturday brings...  29945991  ","liverpool\'s premier league title challenge is in the premier league, with liverpool looking for their title credentials."
166,29945991,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,brings back unhappy memories for liverpool and their immediate future is not much brighter eithe,['extrinsic'],"                                               document  \
3491  In his regular BBC Sport column, football pund...   

                                                summary        id  
3491  Chelsea's return to Anfield on Saturday brings...  29945991  ",chelsea\'s return to anfield on saturday brings back unhappy memories for liverpool and their immediate future is not much brighter either.
167,29945991,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,rival,['extrinsic'],"                                               document  \
3491  In his regular BBC Sport column, football pund...   

                                                summary        id  
3491  Chelsea's return to Anfield on Saturday brings...  29945991  ","liverpool\'s premier league title rivals, liverpool, liverpool and liverpool are one of the premier league\'s top clubs in the premier league."
168,29945991,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,liverpool look set to miss out on the chance to return to the top of the premier league after liverpool lost to chelsea on saturday,['extrinsic'],"                                               document  \
3491  In his regular BBC Sport column, football pund...   

                                                summary        id  
3491  Chelsea's return to Anfield on Saturday brings...  29945991  ",liverpool look set to miss out on the chance to return to the top of the premier league after liverpool lost to chelsea on saturday.
169,29945991,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,,[],"                                               document  \
3491  In his regular BBC Sport column, football pund...   

                                                summary        id  
3491  Chelsea's return to Anfield on Saturday brings...  29945991  ","liverpool\'s pursuit of a premier league title could be over, according to former liverpool striker steven gerrard."
170,30648457,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,county antrim,['extrinsic'],"                                               document  \
7410  The crash, involving several vehicles, happene...   

                                                summary        id  
7410  A cyclist has died after being in a crash with...  30648457  ","a man has died following a crash on the [UNK] in [UNK], county antrim, after a crash."
171,30648457,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,cyclist<sep>with a car on the a3 in hampshire,"['extrinsic', 'extrinsic']","                                               document  \
7410  The crash, involving several vehicles, happene...   

                                                summary        id  
7410  A cyclist has died after being in a crash with...  30648457  ",a cyclist has died after being in a crash with a car on the a3 in hampshire.
172,30648457,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,,[],"                                               document  \
7410  The crash, involving several vehicles, happene...   

                                                summary        id  
7410  A cyclist has died after being in a crash with...  30648457  ",a man has been arrested on suspicion of causing death by dangerous driving after a man was killed in a crash.
173,30648457,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,motorcyclist<sep>lorry and a lorry,"['extrinsic', 'extrinsic']","                                               document  \
7410  The crash, involving several vehicles, happene...   

                                                summary        id  
7410  A cyclist has died after being in a crash with...  30648457  ",a motorcyclist has been arrested on suspicion of causing death by dangerous driving after a crash between a lorry and a lorry.
174,30648457,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,wall in central london,['extrinsic'],"                                               document  \
7410  The crash, involving several vehicles, happene...   

                                                summary        id  
7410  A cyclist has died after being in a crash with...  30648457  ",a man has died after the car he was driving crashed into a wall in central london.
